night,speach_block,speaker,text
2,168,GUTHRIE,"—Okay. Sorry. Sorry. I—so, you said that they would be covered under your plan—"
2,169,BIDEN,—Yes—
2,170,GUTHRIE,—Which is different than Obama Care.
2,171,BIDEN,Yes. But here—here’s the thing.
2,172,GUTHRIE,Can you explain that change?
2,173,BIDEN,"Yes. You cannot let—as the mayor said, you cannot let people who are sick, no matter where they come from, no matter what their status, go uncovered. You can’t do that. It’s just going to be taking care of, period. You have to. It’s the humane thing to do. But here’s the deal. The deal is that he’s right about three things. Number one, they in fact contribute to the well-being of the country, but they also—for example, they’ve increased the lifespan of Social Security because they’re—they have a job. They’re paying the Social Security tax. That’s what they’re doing. It’s increase the lifespan. They would do the same thing in terms of reducing the overall cost of healthcare by them being able to be treated and not wait until there in extremis. The other thing is, folks, look, we can deal with these insurance companies. We can deal with insurance companies by, number one, putting insurance executives in jail for their misleading—their misleading advertising, what they’re doing on opioids— (APPLAUSE) —What they’re doing paying doctors to prescribe. We should—we could be doing this by making sure everyone who is on Medicare—that the government should be able to negotiate the price for what—whatever the drug costs are. We can do this by making sure that we’re in a position that we in fact allow people—you mean time’s up?"
2,174,WILLIAMSON,I just want to address—
2,175,GUTHRIE,"—Your time’s up. Vice President Biden, thank you."
2,176,HOLT,"Actually, you can hold off a minute. We need to take a short break here. We got a lot more we need to talk to all of you about, so stick with us. We’re just getting started. We’ll be back with more from Miami right after this. (COMMERCIAL BREAK)"
2,177,HOLT,Welcome back from Miami. Jose is going to lead off the questioning in this round.
2,178,DIAZ BALART,"Thank you very much. Senator Harris, last month more than 130,000 migrants were apprehended at the southern border. Many of them are being detained including small children in private detention centers in Florida and throughout our countries. Most of the candidates on this stage say the conditions in these facilities are abhorrent. On January 20th, 2021, if you are president, what specifically would you do with the thousands of people—"
2,179,HARRIS,—Yeah—
2,180,DIAZ BALART,—who try to reach the United States every day and want a better life through asylum?
2,181,HARRIS,"Immediately on January 20th of 2021 I will first of all we cannot forget our DACA recipients so I’m going to start there. I will immediately by executive action reinstate DACA status and DACA protection to those young people. (APPLAUSE) I will further extend protection for deferral of deportation for their parents and for veterans who we have so many who are undocumented and who have served our country and fought for our democracy. (APPLAUSE) I will also immediately put in place immediate process for reviewing the cases for asylum. I will release children from cages. I will get rid of the private detention centers. (APPLAUSE) And I will ensure that the—this microphone that the President of the United States holds in her hand is use din a way that is about reflecting the values of our country and not about locking children up, separating them from their parents. And I have to just say that we have to think about this issue in terms of real people. A mother who pays a coyote to transport her child through their country of origin, through the entire country of Mexico facing unknown peril to come here why would that mother do that? I will tell you. Because she has decided for that child to remain where they are is worse. But what does Donald Trump do? He says go back to where you came from. That is not reflective of our America and our values and it has got to end. (APPLAUSE)"
